,Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,Value
699,Kenya,Africa,2009,40.4,59.9,302.9805,1.17,88,28,22.8,89,88,2.21,1261,40.9,8.2,8.1,6.1,0,1,59.9,17.67024
700,Lesotho,Africa,2008,77.1,113.0,569.1065,2.91,88,80,24.5,86,88,14.53,962,1.99,8.0,7.8,5.4,0,1,43.4,101.91886
701,Indonesia,Asia,2004,37.1,49.6,190.6185,0.054,64,29,22.0,79,71,0.2,2109,223.29,1.9,1.9,7.3,0,1,67.0,67.39185
702,Vietnam,Asia,2002,21.7,27.4,137.514,0.82,89,65,20.1,92,75,0.26,1295,81.53,15.6,16.3,5.8,0,1,73.4,70.85949
703,Bahrain,Middle East,2003,9.7,11.3,81.7285,2.04,98,99,25.4,97,97,0.05,22336,0.78,6.1,5.9,8.4,0,1,75.0,39.447216
704,Paraguay,South America,2003,26.2,31.6,164.433,4.49,86,55,25.3,86,86,0.17,3816,5.63,2.4,2.3,7.0,0,1,71.2,44.310738
705,Antigua and Barbuda,Central America and Caribbean,2015,6.5,7.8,130.0025,9.06,99,84,26.6,86,99,0.2,14285,0.09,3.3,3.3,9.2,0,1,76.5,25.38692
706,Burundi,Africa,2000,94.7,154.5,355.0185,7.17,87,57,20.6,71,80,1.55,307,6.38,9.0,8.9,1.8,0,1,49.1,21.577488
707,Fiji,Oceania,2006,19.9,23.4,207.4675,2.07,99,94,26.8,98,98,0.05,4620,0.83,4.1,3.8,9.3,0,1,66.4,71.546326
708,Malawi,Africa,2015,36.7,53.3,294.858,2.04,88,64,22.8,88,88,2.59,381,16.75,6.4,6.2,4.4,0,1,62.0,24.296387
709,Guinea,Africa,2005,83.9,134.7,318.5825,0.2,57,64,22.2,59,59,1.15,661,9.11,9.3,9.3,1.6,0,1,53.2,21.671606
710,Comoros,Africa,2014,55.8,74.7,229.794,0.13,88,64,24.2,87,87,0.01,1258,0.76,6.8,6.6,4.8,0,1,63.2,22.360859
711,Rwanda,Africa,2013,37.1,52.0,215.093,6.15,98,87,21.9,98,98,0.75,683,10.81,5.9,5.9,3.8,0,1,66.2,29.231369
712,Antigua and Barbuda,Central America and Caribbean,2011,7.9,9.5,136.0795,7.24,99,89,26.2,99,99,0.1,13525,0.09,3.3,3.3,9.2,0,1,76.0,24.26343
713,Turkmenistan,Asia,2007,40.6,47.4,210.7895,2.23,98,98,25.4,98,98,0.08,3353,4.87,3.3,3.3,9.9,0,1,65.7,67.07426
714,Vanuatu,Oceania,2008,24.1,28.8,150.659,1.17,61,65,25.8,70,67,0.17,2877,0.22,1.5,1.5,6.6,0,1,68.8,53.998535
715,United Kingdom,Rest of Europe,2008,4.8,5.6,78.4095,10.66,88,86,26.9,92,92,0.08,44121,61.81,0.8,0.5,12.8,1,0,79.6,140.91426
716,Kyrgyz Republic,Asia,2008,29.6,33.7,213.764,7.29,97,65,25.6,95,95,0.21,966,5.32,3.3,3.4,10.3,0,1,68.5,87.12882
717,Italy,European Union,2013,3.1,3.7,53.267,7.35,96,84,25.6,96,96,0.07,30258,60.23,0.5,0.6,10.3,1,0,82.7,100.55915
718,Czechia,European Union,2014,2.5,3.1,83.987,12.75,99,96,27.0,99,97,0.08,16951,10.53,1.8,1.9,12.8,1,0,78.8,132.93625
719,St. Vincent and the Grenadines,Central America and Caribbean,2014,15.7,17.4,155.902,7.12,98,83,27.0,97,98,0.4,7029,0.11,3.5,3.4,8.6,0,1,72.0,32.12972
720,Tanzania,Africa,2001,74.4,121.9,448.1755,6.25,93,64,22.2,65,87,4.25,587,34.39,8.2,8.1,4.3,0,1,51.4,28.26412
721,Morocco,Africa,2001,42.3,50.1,146.7395,0.45,84,91,24.7,93,96,0.06,1870,29.13,6.7,6.5,3.5,0,1,69.2,32.968895
722,Estonia,European Union,2009,4.0,5.0,153.3555,14.66,95,96,26.1,95,95,0.08,14205,1.33,2.0,2.0,12.4,1,0,74.8,132.56714
723,El Salvador,Central America and Caribbean,2011,15.8,18.5,192.7545,2.31,89,81,27.2,90,89,0.21,3447,6.21,1.7,1.6,6.5,0,1,71.4,16.335045
724,Moldova,Rest of Europe,2010,14.7,17.1,197.1175,6.92,98,92,26.6,97,90,0.42,2255,2.86,2.8,3.0,11.1,0,1,69.6,152.2922
725,Myanmar,Asia,2015,41.0,52.2,196.053,1.47,89,78,22.6,89,89,0.28,1197,52.68,12.8,13.0,4.9,0,1,65.8,84.42826
726,Nepal,Asia,2013,32.0,39.4,163.2835,0.28,92,65,22.1,92,92,0.17,821,26.92,16.1,16.5,4.2,0,1,68.8,73.787895
727,Tanzania,Africa,2010,47.1,71.9,316.531,6.95,91,64,22.8,94,91,2.48,808,44.35,7.1,7.1,5.1,0,1,58.6,20.972261
728,Belarus,Rest of Europe,2010,4.3,5.6,223.1685,14.43,96,99,26.3,99,98,0.22,5622,9.48,2.0,2.2,12.0,0,1,70.4,209.12184
729,Jamaica,Central America and Caribbean,2000,18.9,22.2,168.4155,3.77,98,96,25.5,95,93,0.87,4841,2.65,2.0,1.9,7.3,0,1,74.1,38.73894
730,Rwanda,Africa,2006,59.3,93.9,312.9135,8.79,99,87,21.4,99,99,1.86,488,9.04,6.8,6.8,2.9,0,1,57.1,31.430943
731,Tajikistan,Asia,2003,54.2,65.2,164.6845,0.74,58,94,24.4,82,85,0.02,556,6.54,4.0,4.0,10.6,0,1,64.5,39.473392
732,Tonga,Oceania,2011,11.1,12.9,140.5855,0.93,82,99,31.9,99,82,0.17,4043,0.1,0.1,0.1,10.9,0,1,70.1,81.16325
733,"Congo, Rep.",Africa,2013,39.7,56.2,277.011,1.9,85,64,23.0,85,85,2.08,2499,4.62,7.7,7.4,6.3,0,1,62.0,21.60714
734,Myanmar,Asia,2014,42.3,54.1,197.7265,1.36,88,82,22.5,88,88,0.29,1168,52.28,12.9,13.1,4.8,0,1,65.4,85.20981
735,"Micronesia, Fed. Sts.",Oceania,2002,29.4,35.9,182.694,2.79,85,65,28.9,84,84,0.17,2984,0.11,0.2,0.2,5.3,0,1,64.9,85.708046
736,Seychelles,Africa,2015,12.7,14.8,151.6085,8.7,98,98,26.6,97,97,3.5,15158,0.09,5.7,6.0,9.5,0,1,74.3,74.528915
737,Bhutan,Asia,2011,32.4,40.0,223.746,0.25,95,95,23.4,95,95,0.14,2387,0.69,16.3,17.0,2.3,0,1,68.8,27.886261
738,Solomon Islands,Oceania,2010,22.2,26.4,169.032,1.09,87,65,25.8,84,90,0.17,2099,0.53,1.2,1.2,5.1,0,1,70.7,71.037865
739,Senegal,Africa,2002,62.3,115.1,250.933,0.22,87,33,22.3,60,60,0.64,1061,10.28,12.0,11.9,2.4,0,1,58.7,15.958375
740,Thailand,Asia,2001,17.8,20.9,196.2075,5.84,95,86,23.0,97,96,0.6,3605,63.54,9.3,9.6,6.3,0,1,70.8,69.77922
741,Netherlands,European Union,2015,3.4,4.0,58.0775,8.3,94,92,25.5,95,95,0.04,45193,16.94,1.0,0.9,12.1,1,0,81.5,123.97954
742,Portugal,European Union,2014,3.0,3.6,76.9805,10.2,98,96,25.7,98,98,0.13,18833,10.4,0.7,0.5,8.9,1,0,81.1,70.68166
743,"Yemen, Rep.",Middle East,2004,57.3,76.9,247.6745,0.06,43,95,22.7,72,72,0.02,2472,19.54,13.9,13.9,1.7,0,1,62.9,39.464443
744,Suriname,South America,2014,18.6,20.9,171.5365,5.39,85,15,26.4,76,85,0.51,9593,0.55,3.5,3.5,8.2,0,1,71.1,48.053375
745,Guinea-Bissau,Africa,2011,69.6,109.1,284.733,3.19,86,64,23.1,85,86,2.22,617,1.56,7.8,7.7,2.7,0,1,55.1,12.91774
746,Zambia,Africa,2008,54.5,88.7,442.735,2.66,87,39,22.0,90,87,6.29,1068,12.85,6.8,6.7,6.5,0,1,52.6,19.76629
747,"Gambia, The",Africa,2003,56.4,99.8,293.086,3.63,94,64,22.4,87,87,1.55,724,1.45,9.6,9.6,2.2,0,1,57.2,22.226835
748,United Arab Emirates,Middle East,2011,7.2,8.4,72.9945,1.75,95,95,28.1,95,95,0.13,33246,8.95,5.1,4.9,10.0,0,1,76.5,12.497877
749,Burundi,Africa,2015,46.2,67.6,294.187,3.99,94,65,21.6,94,94,0.27,306,10.16,7.3,7.2,2.9,0,1,60.1,12.258156
750,United Arab Emirates,Middle East,2009,7.6,8.9,75.597,1.76,93,93,27.9,94,93,0.13,34580,7.92,5.1,4.9,9.7,0,1,76.1,11.981535
751,Hungary,European Union,2008,5.5,6.5,166.717,11.75,88,99,26.6,99,99,0.08,11937,10.04,1.9,1.9,11.5,1,0,73.7,188.62567
752,Malawi,Africa,2013,42.2,63.4,315.314,2.02,89,64,22.7,89,89,3.32,370,15.84,6.5,6.4,4.4,0,1,59.9,24.666758
753,Eritrea,Africa,2000,56.1,85.2,370.455,0.88,87,88,20.1,82,81,0.7,828,2.29,1.2,1.1,3.7,0,1,55.3,22.098526
754,Italy,European Union,2012,3.2,3.8,55.1645,7.48,96,83,25.7,96,97,0.07,31185,59.54,0.5,0.6,9.9,1,0,82.2,102.83141
755,Oman,Middle East,2011,10.0,11.6,96.52,0.5,99,99,26.0,99,99,0.05,19868,3.25,6.9,6.8,8.3,0,1,75.9,15.674676
756,Nepal,Asia,2006,43.8,56.3,197.587,0.19,69,65,21.3,91,89,0.17,629,26.07,17.4,18.0,2.9,0,1,65.8,69.32858
757,Serbia,Rest of Europe,2009,6.7,7.8,130.945,9.78,93,87,25.7,97,95,0.02,5148,7.32,2.3,2.3,10.4,0,1,74.0,202.02754
758,France,European Union,2013,3.1,4.1,77.9145,11.73,74,75,25.0,99,99,0.1,36205,66.0,0.6,0.6,11.2,1,0,82.2,87.02574
759,Greece,European Union,2010,3.4,3.9,74.8405,8.33,95,77,27.1,99,99,0.1,21560,11.12,0.8,0.7,10.3,1,0,80.4,176.60011
760,Guyana,South America,2003,34.7,43.2,226.301,8.75,90,71,25.0,91,90,0.93,3966,0.75,5.8,5.6,7.8,0,1,66.1,32.08386
761,Nigeria,Africa,2009,85.9,138.3,379.9755,10.58,63,64,22.9,66,63,0.79,2286,154.32,11.7,11.6,5.2,0,1,50.4,5.9711127
762,Bolivia,South America,2011,31.2,39.2,196.6465,3.3,95,83,26.0,95,95,0.18,2603,10.21,1.2,1.1,8.0,0,1,68.5,20.94743
763,Australia,Oceania,2010,4.0,4.8,62.169,10.52,92,88,26.9,92,92,0.05,53543,22.03,0.7,0.6,12.4,1,0,81.7,54.687702
764,Jordan,Middle East,2009,17.6,20.7,116.897,0.56,98,90,28.5,98,98,0.13,4782,6.89,3.8,3.8,9.9,0,1,73.3,28.521326
765,Timor-Leste,Oceania,2010,51.4,61.5,164.1365,0.1,72,64,20.7,72,72,0.08,1186,1.09,11.5,11.5,4.4,0,1,67.2,48.320034
766,Timor-Leste,Oceania,2003,73.0,91.2,234.413,0.44,75,64,20.1,55,55,0.05,934,0.95,12.1,12.1,3.0,0,1,61.9,42.033897
767,Paraguay,South America,2014,19.6,23.0,146.1335,5.39,87,76,26.5,93,87,0.14,5329,6.6,2.0,1.9,8.2,0,1,73.5,46.45633
768,Suriname,South America,2002,25.7,29.1,212.234,4.58,84,16,25.6,74,73,0.98,6488,0.48,3.5,3.5,7.7,0,1,68.1,54.870422
769,China,Asia,2011,11.5,14.6,90.7325,5.36,99,99,23.3,99,99,0.1,6153,1345.04,4.1,3.5,7.4,0,1,74.7,146.82216
770,Serbia,Rest of Europe,2012,6.2,7.1,121.4185,8.78,97,90,25.9,93,91,0.02,5344,7.2,2.1,2.1,10.5,0,1,74.8,188.1935
771,"Yemen, Rep.",Middle East,2013,45.2,58.4,226.386,0.04,73,95,23.5,67,73,0.03,2348,25.15,13.7,13.5,3.0,0,1,66.0,36.12996
772,Mozambique,Africa,2015,61.3,84.0,332.583,1.22,88,64,22.7,88,80,3.5,590,27.04,3.6,3.5,3.5,0,1,57.2,23.159613
773,Poland,European Union,2002,7.3,8.4,143.4055,8.02,98,97,25.5,98,99,0.08,7607,38.23,2.5,2.6,11.4,1,0,74.5,152.16444
774,Bulgaria,European Union,2015,6.9,8.2,136.0675,10.89,92,87,26.4,91,91,0.03,7075,7.18,1.9,1.8,11.8,1,0,74.6,182.62552
775,China,Asia,2005,19.4,24.0,102.5235,2.92,84,84,22.8,87,87,0.1,3391,1303.72,5.0,4.4,6.9,0,1,73.0,141.41837
776,France,European Union,2006,3.3,4.5,89.724,13.05,39,65,25.0,99,99,0.11,35826,63.62,0.6,0.6,10.6,1,0,80.8,92.452446
777,Czechia,European Union,2008,3.0,3.7,104.5205,13.65,99,98,26.7,99,99,0.08,17047,10.38,1.9,2.0,12.2,1,0,77.0,143.8789
778,Sierra Leone,Africa,2015,95.1,140.2,397.8705,3.06,86,60,22.7,86,86,0.85,588,7.17,7.4,7.3,3.4,0,1,52.9,15.72416
779,Qatar,Middle East,2013,7.2,8.4,57.8825,1.03,97,99,28.8,99,97,0.06,62733,2.34,5.1,4.7,9.9,0,1,79.5,13.556605
780,Burkina Faso,Africa,2013,62.7,108.3,267.2085,5.49,88,34,22.0,89,88,0.23,639,17.07,8.4,7.9,1.4,0,1,58.9,8.290957
781,Sao Tome and Principe,Central America and Caribbean,2002,48.0,71.0,217.479,5.93,70,71,23.7,92,92,1.08,1087,0.15,7.6,7.6,4.3,0,1,62.7,14.049154
782,Mauritius,Africa,2007,13.0,15.2,157.4485,3.23,97,80,24.9,96,97,1.05,6939,1.24,7.5,7.4,7.6,0,1,72.6,52.68594
783,Kazakhstan,Asia,2014,11.6,13.0,193.594,3.64,95,99,26.3,95,95,0.14,10539,17.29,2.4,2.5,11.7,0,1,71.4,76.98321
784,Argentina,South America,2012,11.9,13.3,121.2325,8.0,91,89,27.3,90,91,0.14,13896,41.73,1.0,0.9,9.8,0,1,75.6,71.56845
785,Ireland,European Union,2001,5.8,6.9,89.055,14.04,95,86,26.4,84,84,0.05,43139,3.87,0.3,0.3,11.0,1,0,77.1,145.75551
786,"Congo, Rep.",Africa,2014,38.7,54.4,269.618,1.9,90,64,23.1,90,90,2.06,2603,4.74,7.6,7.3,6.3,0,1,62.6,21.98518
787,Guinea,Africa,2010,74.4,117.7,290.8,0.2,64,64,22.6,62,64,0.93,689,10.19,8.2,8.2,1.6,0,1,56.9,21.156382
788,Tonga,Oceania,2001,14.2,16.5,156.677,1.34,91,98,31.3,95,89,0.17,3790,0.1,0.1,0.1,9.1,0,1,69.7,86.219505
789,Rwanda,Africa,2009,47.0,69.6,259.5265,7.3,97,87,21.6,93,97,1.09,573,9.78,6.6,6.4,3.3,0,1,62.1,28.960062
790,Mongolia,Asia,2005,33.1,40.9,252.831,5.17,98,98,24.8,99,99,0.02,2068,2.53,2.3,2.4,8.6,0,1,65.1,74.63755
791,Seychelles,Africa,2001,11.8,13.7,178.6415,6.84,96,98,25.5,96,96,3.5,10915,0.08,6.2,6.6,7.5,0,1,73.3,75.00957
792,Syrian Arab Republic,Middle East,2005,16.8,19.7,116.383,0.79,83,81,27.3,83,80,0.13,1532,18.36,6.5,6.3,5.8,0,1,74.4,40.099316
793,Latvia,European Union,2002,10.2,12.6,225.2175,7.44,98,96,25.7,98,97,0.19,7849,2.31,2.7,2.7,10.6,1,0,71.0,170.23608
794,France,European Union,2005,3.3,4.6,91.6715,12.88,35,65,25.0,98,98,0.11,35214,63.18,0.6,0.6,10.4,1,0,80.2,94.12535
795,Syrian Arab Republic,Middle East,2015,25.6,41.6,178.1065,0.23,41,47,28.2,50,41,0.13,979,18.0,6.3,6.1,5.1,0,1,69.9,57.253994
796,Indonesia,Asia,2006,32.4,39.9,189.1485,0.062,66,50,22.2,78,72,0.22,2289,229.32,1.8,1.8,7.9,0,1,67.7,69.82269
797,United Arab Emirates,Middle East,2013,6.8,8.0,70.6545,1.86,98,98,28.2,98,98,0.13,35496,9.2,5.2,5.0,10.3,0,1,76.9,12.634255
798,Burkina Faso,Africa,2010,68.1,121.5,280.9365,5.44,91,32,21.8,90,91,0.31,582,15.61,9.0,8.6,1.4,0,1,57.1,7.9271016
799,Haiti,Central America and Caribbean,2005,65.3,89.4,287.5005,3.49,60,83,23.9,60,60,1.14,1284,9.2,4.4,4.4,4.3,0,1,58.7,19.064688
800,Mali,Africa,2008,81.1,140.2,289.566,0.58,74,64,22.4,74,74,0.62,707,14.11,9.2,9.0,1.9,0,1,54.2,12.171992
801,Cambodia,Asia,2013,30.3,35.3,182.9515,2.8,83,52,21.9,71,83,0.11,1048,15.03,11.0,11.1,4.6,0,1,67.9,80.84493
802,Eswatini,Africa,2000,67.8,112.2,559.1865,6.8,83,99,25.5,87,84,21.68,2472,1.01,9.4,9.6,3.9,0,1,47.5,32.383347
803,Kyrgyz Republic,Asia,2009,27.8,31.6,206.2885,5.98,96,65,25.7,96,95,0.21,982,5.38,3.3,3.4,10.4,0,1,69.1,85.640434
804,Grenada,Central America and Caribbean,2000,12.9,15.5,179.4865,9.21,97,70,25.3,97,97,0.4,6977,0.1,4.3,4.2,7.4,0,1,72.6,32.07868
805,Guyana,South America,2008,31.7,39.0,219.435,5.83,93,84,25.6,93,93,0.71,4512,0.75,5.6,5.4,8.0,0,1,67.5,33.79346
806,"Micronesia, Fed. Sts.",Oceania,2009,27.8,33.7,172.001,2.05,89,65,29.3,81,91,0.17,3015,0.1,0.2,0.2,7.0,0,1,66.3,93.949455
807,Barbados,Central America and Caribbean,2011,13.7,14.8,104.765,8.69,91,94,27.4,91,91,0.35,16619,0.28,3.8,3.8,9.9,0,1,78.5,31.304623
808,Kiribati,Oceania,2003,49.5,64.8,215.9625,0.44,73,35,29.0,79,70,0.17,1541,0.09,0.2,0.2,7.1,0,1,64.0,140.47816
809,Bahrain,Middle East,2007,8.4,9.8,73.874,1.83,97,99,25.1,97,97,0.05,22112,1.04,6.1,5.9,8.4,0,1,75.6,30.602787
810,Colombia,South America,2006,17.8,20.8,155.343,4.43,93,85,25.4,94,93,0.21,4638,43.2,2.3,2.1,6.7,0,1,74.5,24.097414
811,Germany,European Union,2012,3.4,4.0,73.3235,11.32,88,93,26.4,94,95,0.03,40069,80.43,1.1,1.1,14.0,1,0,80.5,118.03062
812,Fiji,Oceania,2000,19.1,22.4,219.344,2.46,98,84,26.3,91,90,0.03,4107,0.81,4.3,4.0,9.6,0,1,65.7,75.62969
813,India,Asia,2014,36.9,46.2,180.388,3.0,79,60,21.7,84,85,0.07,1503,1295.6,26.8,27.4,6.1,0,1,68.3,61.277557
814,"Venezuela, RB",South America,2004,16.4,19.1,155.121,7.58,82,83,26.4,83,86,0.4,4326,26.0,1.7,1.6,7.2,0,1,72.7,32.231712
815,Belgium,European Union,2006,4.0,4.8,86.023,10.94,94,78,25.8,99,98,0.08,39148,10.55,0.8,0.8,11.1,1,0,79.4,142.88913
816,Slovak Republic,European Union,2014,5.2,6.4,108.859,10.26,97,97,26.3,97,97,0.01,15547,5.42,1.2,1.2,12.3,1,0,76.8,109.159134
817,Antigua and Barbuda,Central America and Caribbean,2007,9.6,11.7,142.994,8.11,97,78,25.8,98,99,0.1,18062,0.08,3.4,3.3,9.2,0,1,75.4,26.58048
818,El Salvador,Central America and Caribbean,2015,13.3,15.5,182.1595,2.54,91,88,27.6,92,91,0.18,3706,6.33,1.6,1.5,6.6,0,1,72.4,19.664309
819,Panama,Central America and Caribbean,2015,14.6,17.0,114.701,6.84,73,92,26.8,72,73,0.4,13630,3.97,1.9,1.8,9.9,0,1,77.8,20.042154
820,Bulgaria,European Union,2010,9.0,10.8,142.4175,9.82,95,96,26.0,94,94,0.03,6428,7.4,2.0,2.0,10.6,1,0,73.5,188.7706
821,Mozambique,Africa,2013,64.7,92.3,356.677,1.0,78,64,22.5,84,78,3.5,544,25.56,3.6,3.5,3.4,0,1,54.9,24.131025
822,Croatia,European Union,2005,5.8,6.7,112.169,10.72,96,98,26.1,96,96,0.02,11400,4.31,1.8,1.8,9.7,1,0,75.2,187.57599
823,Libya,Africa,2004,21.0,24.4,137.419,0.012,99,95,27.1,97,97,0.07,11583,5.71,5.5,5.4,6.3,0,1,71.7,35.898453
824,Bolivia,South America,2000,55.9,75.6,240.0465,2.3,77,83,24.7,74,75,0.26,2059,8.42,1.5,1.4,7.4,0,1,62.5,20.852945
825,Maldives,Asia,2003,22.8,27.1,109.936,1.95,98,71,23.5,98,98,0.17,7553,0.3,14.6,14.7,3.3,0,1,72.4,42.2816
826,Vanuatu,Oceania,2005,23.6,28.2,161.244,0.89,61,65,25.7,67,68,0.17,2622,0.21,1.6,1.5,6.5,0,1,68.4,54.443295
827,Eswatini,Africa,2014,50.1,62.4,443.15,7.28,98,89,26.7,98,98,15.74,3630,1.1,4.3,4.3,6.5,0,1,53.6,29.227499
828,Iraq,Middle East,2000,35.6,44.5,163.596,0.22,67,48,27.0,83,80,0.13,4337,23.5,5.6,5.4,5.0,0,1,69.1,48.94436
829,Liberia,Africa,2002,111.9,163.7,344.857,4.29,58,64,23.2,51,39,3.5,780,3.02,8.8,8.9,3.6,0,1,52.8,12.045723
830,Guinea-Bissau,Africa,2013,64.3,99.7,277.9945,2.95,87,64,23.2,86,87,1.82,593,1.65,7.5,7.3,2.8,0,1,56.1,13.140358
831,Cote d'Ivoire,Africa,2011,72.9,103.1,416.7045,1.14,62,64,23.5,58,62,1.16,1559,21.03,6.1,6.0,4.4,0,1,53.6,15.745998
832,Haiti,Central America and Caribbean,2009,60.0,81.2,267.026,3.53,60,83,24.5,65,65,0.9,1396,9.8,4.1,4.1,4.7,0,1,60.1,17.827944
833,Togo,Africa,2002,71.8,112.9,334.717,0.86,81,64,22.2,58,59,2.34,501,5.2,9.0,8.9,4.1,0,1,53.7,24.124216
834,"Bahamas, The",Central America and Caribbean,2008,13.9,16.2,172.336,9.65,90,83,27.4,93,93,0.53,34229,0.34,2.5,2.5,10.9,0,1,72.0,25.975979
835,Nicaragua,Central America and Caribbean,2011,19.5,22.9,157.757,3.34,98,83,26.8,99,98,0.12,1761,5.9,1.8,1.8,6.1,0,1,72.7,15.032401
836,Trinidad and Tobago,Central America and Caribbean,2011,19.5,21.8,174.802,5.79,90,83,27.1,91,90,0.4,18026,1.34,5.9,6.2,10.8,0,1,72.2,43.012825
837,Samoa,Oceania,2009,18.8,25.7,133.7445,2.88,44,14,31.4,61,49,0.17,4012,0.18,0.2,0.2,9.9,0,1,71.4,69.84773
838,Djibouti,Africa,2004,72.9,91.1,311.1355,0.51,88,82,23.7,64,64,0.85,863,0.77,6.0,5.9,3.6,0,1,57.7,31.685244
839,Zimbabwe,Africa,2008,54.5,94.5,594.7345,2.82,75,64,23.6,75,75,7.81,850,12.38,7.8,7.8,7.0,0,1,46.5,58.049587
840,Liberia,Africa,2009,74.2,103.6,272.1635,3.76,64,64,23.7,84,81,3.5,634,3.75,7.6,7.4,4.0,0,1,59.0,9.9317875
841,Jordan,Middle East,2015,15.0,17.5,109.942,0.3,99,96,28.9,99,99,0.13,4164,9.27,4.0,4.0,10.3,0,1,74.1,26.843916
842,Latvia,European Union,2008,7.3,8.8,198.7445,11.84,93,94,26.2,94,94,0.19,12893,2.18,2.3,2.4,12.2,1,0,72.4,159.06702
843,Bangladesh,Asia,2001,60.0,81.1,166.197,0.004,75,63,20.3,85,85,0.01,674,130.09,2.7,21.3,4.3,0,1,66.0,50.8949
844,Moldova,Rest of Europe,2007,15.7,18.3,228.2265,7.81,95,92,26.4,93,92,0.44,2069,2.87,3.0,3.2,10.9,0,1,68.3,143.00493
845,Grenada,Central America and Caribbean,2010,13.0,15.1,151.4055,7.71,97,86,26.4,94,97,0.4,8058,0.11,3.8,3.8,8.3,0,1,72.9,31.553766
846,Tanzania,Africa,2015,40.9,58.1,239.667,7.86,98,64,23.1,96,98,2.01,948,51.48,6.7,6.5,5.8,0,1,63.1,19.55105
847,Kuwait,Middle East,2014,7.7,8.9,59.3025,0.0,96,86,29.4,94,95,0.13,30857,3.69,3.4,3.4,6.9,0,1,75.0,23.65461
848,Gabon,Africa,2015,36.1,50.3,238.5125,8.06,80,64,25.2,79,80,1.09,7385,1.95,6.1,5.9,8.1,0,1,64.9,21.439352
849,Mozambique,Africa,2002,100.3,152.6,445.308,0.66,76,64,21.7,76,76,3.5,341,18.76,4.0,4.0,2.5,0,1,49.6,21.369093
850,Senegal,Africa,2000,67.7,129.5,250.914,0.24,87,33,22.1,49,52,0.68,1067,9.8,12.3,12.3,1.9,0,1,57.8,14.850034
851,Armenia,Rest of Europe,2011,15.5,17.3,133.0115,4.07,95,98,26.1,96,95,0.08,3099,2.88,2.0,2.1,11.2,0,1,73.6,142.49187
852,Belgium,European Union,2001,4.6,5.6,97.8795,11.01,60,78,25.5,96,95,0.08,35943,10.29,0.8,0.8,10.2,1,0,78.0,163.08615
853,Cyprus,European Union,2011,2.7,3.2,56.015,10.71,96,88,26.8,99,99,0.06,25466,1.12,0.9,1.0,11.6,1,0,79.6,86.35849
854,Lebanon,Middle East,2005,12.1,14.1,81.015,1.73,77,34,26.7,74,77,0.03,6668,4.7,4.7,4.6,7.5,0,1,76.9,91.37683
855,Ireland,European Union,2005,4.4,5.2,77.6135,13.06,95,86,26.8,90,90,0.06,49382,4.16,0.3,0.2,11.7,1,0,78.9,114.51965
856,Tunisia,Africa,2002,22.0,26.1,107.7635,1.15,93,98,25.3,96,96,0.01,2980,9.87,6.5,6.4,5.2,0,1,73.6,69.37811
857,Zimbabwe,Africa,2001,51.1,93.8,703.677,1.93,76,64,23.3,76,75,11.96,1715,11.92,1.6,1.7,6.7,0,1,44.0,51.509094
858,Azerbaijan,Asia,2015,23.3,26.3,124.897,0.51,96,98,26.9,98,96,0.05,5500,9.65,2.8,2.9,10.7,0,1,72.3,93.663704
859,Sao Tome and Principe,Central America and Caribbean,2003,45.0,65.6,214.3245,6.7,43,71,23.8,94,94,0.89,1136,0.15,7.4,7.4,4.4,0,1,63.4,13.9720545
860,Nigeria,Africa,2015,79.3,126.4,356.2145,4.51,49,64,23.2,42,49,0.58,2687,181.14,9.8,9.7,6.0,0,1,53.1,5.0775404
861,Thailand,Asia,2015,9.3,10.8,148.889,6.95,99,95,24.3,99,99,0.16,5840,68.71,7.7,7.7,7.6,0,1,76.1,69.762566
862,Albania,Rest of Europe,2006,16.6,18.5,83.5945,5.17,98,94,25.7,97,97,0.03,2851,2.99,1.7,1.8,9.2,0,1,75.4,94.07017
863,Romania,European Union,2014,8.3,9.9,130.962,9.48,94,84,26.6,94,94,0.04,8671,19.91,2.6,2.8,10.9,1,0,74.9,132.80621
864,Equatorial Guinea,Africa,2007,87.4,124.4,336.8925,8.31,46,64,23.3,55,41,4.21,14620,0.82,9.5,9.5,5.4,0,1,54.8,10.976695
865,Brunei Darussalam,Asia,2000,8.2,10.3,106.3215,0.35,99,95,25.3,99,99,0.1,34064,0.33,6.8,6.3,8.3,0,1,73.1,38.809246
866,Eswatini,Africa,2006,58.8,109.0,588.7775,6.26,93,99,26.0,88,87,18.94,3060,1.04,6.9,7.1,5.1,0,1,42.7,36.594604
867,"Egypt, Arab Rep.",Africa,2005,29.3,35.7,170.095,0.15,98,64,28.2,98,98,0.13,2830,75.52,3.2,3.2,5.6,0,1,69.4,57.67682
868,Zambia,Africa,2013,46.6,71.1,316.2765,2.98,79,40,22.4,74,79,5.0,1321,14.93,6.4,6.2,6.8,0,1,59.7,16.566069
869,Kenya,Africa,2003,53.2,85.4,459.654,1.5,73,28,22.2,75,73,3.71,1135,34.68,8.8,8.8,5.6,0,1,52.4,19.09712
